"CHR","GENE","P","ORIG_SNP","NOHOM_SNP","X1","X2","X3","X4"
7,"DBF4",1,6,3,0,18,0,6896
7,"DBNL",1,10,6,0,18,0,6896
7,"DDC",1,13,5,0,18,6,6890
7,"DDX56",1,12,6,0,18,0,6896
7,"DGKB",1,8,5,0,18,0,6896
7,"DGKI",1,10,5,0,18,0,6896
7,"DLD",1,14,5,0,18,0,6896
7,"DMTF1",1,15,5,0,18,1,6895
7,"DNAJB6",1,2,2,0,18,0,6896
7,"DNAJB9",1,7,5,0,18,0,6896
7,"DNAJC2",1,6,4,0,18,0,6896
7,"DOCK4",1,26,21,0,18,22,6874
7,"DPY19L1",1,2,1,18,0,6896,0
7,"DTX2",1,4,2,0,18,3,6893
7,"DUS4L",1,7,3,0,18,23,6873
7,"DYNC1I1",1,6,5,18,0,6896,0
7,"EEPD1",1,15,14,18,0,6896,0
7,"EIF2AK1",1,20,12,0,18,22,6874
7,"EIF3B",1,5,4,18,0,6896,0
7,"ELMO1",1,8,4,0,18,0,6896
7,"EN2",1,1,1,0,18,0,6896
7,"EPDR1",1,5,4,18,0,6896,0
7,"EPHA1",1,40,23,0,18,84,6812
7,"EPHB4",1,17,8,0,18,0,6896
7,"EPHB6",1,16,8,0,18,2,6894
7,"EPO",1,7,4,0,18,0,6896
7,"ESYT2",1,16,13,0,18,217,6679
7,"EXOC4",1,12,6,0,18,0,6896
7,"EZH2",1,4,4,0,18,45,6851
7,"FAM115A",1,5,2,0,18,0,6896
7,"FAM126A",1,15,7,0,18,0,6896
7,"FAM131B",1,5,3,0,18,272,6624
7,"FAM133B",1,1,1,0,18,0,6896
7,"FAM180A",1,3,3,0,18,0,6896
7,"FAM185A",1,2,2,0,18,0,6896
7,"FAM200A",1,6,4,0,18,0,6896
7,"FAM220A",1,5,4,18,0,6896,0
7,"FAM3C",1,1,1,0,18,0,6896
7,"FAM71F2",1,9,8,18,0,6896,0
7,"FASTK",1,3,3,0,18,0,6896
7,"FBXL13",1,19,11,0,18,7,6889
7,"FBXL18",1,9,5,0,18,3,6893
7,"FERD3L",1,2,2,0,18,1,6895
7,"FEZF1",1,3,2,18,0,6896,0
7,"FGL2",1,5,4,18,0,6896,0
7,"FIGNL1",1,23,13,0,18,89,6807
7,"FIS1",1,3,3,0,18,0,6896
7,"FKBP6",1,9,4,0,18,0,6896
7,"FKBP9",1,3,3,0,18,0,6896
7,"FLNC",1,38,29,0,18,84,6812
7,"FOXK1",1,5,2,0,18,1,6895
7,"FOXP2",1,6,5,18,0,6896,0
7,"FSCN1",1,4,1,0,18,0,6896
7,"FSCN3",1,26,19,0,18,6,6890
7,"FTSJ2",1,8,4,0,18,0,6896
7,"FZD1",1,2,1,18,0,6896,0
7,"GALNT11",1,22,13,0,18,0,6896
7,"GALNTL5",1,21,17,0,18,160,6736
7,"GARS",1,9,7,0,18,2,6894
7,"GATAD1",1,3,1,0,18,4,6892
7,"GBAS",1,5,4,18,0,6896,0
7,"GBX1",1,4,4,0,18,0,6896
7,"GCC1",1,15,11,0,18,4,6892
7,"GCK",1,4,1,0,18,0,6896
7,"GET4",1,4,1,0,18,0,6896
7,"GGCT",1,2,1,18,0,6896,0
7,"GHRHR",1,17,12,0,18,29,6867
7,"GIGYF1",1,15,7,0,18,4,6892
7,"GIMAP1-GIMAP5",1,1,1,0,18,2,6894
7,"GIMAP1-GIMAP5,GIMAP5",1,7,6,18,0,6896,0
7,"GIMAP1,GIMAP1-GIMAP5",1,5,2,0,18,0,6896
7,"GIMAP6",1,16,13,0,18,308,6588
7,"GIMAP6;GIMAP6",1,1,1,0,18,0,6896
7,"GIMAP7",1,6,3,0,18,388,6508
7,"GIMAP8",1,21,10,0,18,0,6896
7,"GJC3",1,8,6,0,18,8,6888
7,"GLCCI1",1,3,1,0,18,0,6896
7,"GNA12",1,5,3,0,18,0,6896
7,"GNAI1",1,1,1,0,18,0,6896
7,"GNAT3",1,6,4,0,18,1,6895
7,"GNB2",1,2,1,18,0,6896,0
7,"GNG11",1,1,1,0,18,0,6896
7,"GNGT1",1,2,1,18,0,6896,0
7,"GPC2",1,13,6,0,18,0,6896
7,"GPNMB",1,25,17,0,18,6,6890
7,"GPR141",1,6,3,0,18,0,6896
7,"GPR146",1,9,8,18,0,6896,0
7,"GPR22",1,2,1,18,0,6896,0
7,"GPR37",1,5,1,0,18,1,6895
7,"GRB10",1,10,6,0,18,0,6896
7,"GRID2IP",1,6,5,18,0,6896,0
7,"GRM3",1,4,1,0,18,1,6895
7,"GRM8",1,18,11,0,18,0,6896
7,"GSTK1",1,10,6,0,18,0,6896
7,"GTF2IRD1",1,12,5,0,18,0,6896
7,"HBP1",1,3,1,0,18,0,6896
7,"HDAC9",1,14,4,0,18,0,6896
7,"HECW1",1,18,13,0,18,336,6560
7,"HEPACAM2",1,12,7,0,18,1,6895
7,"HGF",1,11,5,0,18,28,6868
7,"HIBADH",1,3,2,18,0,6896,0
7,"HILPDA",1,1,1,0,18,0,6896
7,"HIP1",1,21,11,0,18,0,6896
7,"HIPK2",1,6,3,0,18,0,6896
7,"HNRNPA2B1",1,2,1,18,0,6896,0
7,"HOXA1",1,3,1,0,18,0,6896
7,"HOXA10",1,4,1,0,18,0,6896
7,"HOXA11",1,3,2,18,0,6896,0
7,"HOXA13",1,2,1,18,0,6896,0
7,"HOXA2",1,8,6,0,18,0,6896
7,"HOXA3",1,3,2,18,0,6896,0
7,"HOXA4",1,4,3,18,0,6896,0
7,"HOXA7",1,5,4,18,0,6896,0
7,"HOXA9",1,6,3,0,18,0,6896
7,"HTR5A",1,8,7,18,0,6896,0
7,"HUS1",1,7,6,18,0,6896,0
7,"HYAL4",1,20,11,0,18,241,6655
7,"ICA1",1,11,5,0,18,0,6896
7,"IFRD1",1,9,7,0,18,1,6895
7,"IFT22",1,2,2,0,18,0,6896
7,"IGF2BP3",1,5,2,0,18,0,6896
7,"IGFBP3",1,3,3,0,18,2,6894
7,"IKZF1",1,4,1,0,18,0,6896
7,"IL6",1,5,4,18,0,6896,0
7,"IMMP2L",1,2,1,18,0,6896,0
7,"IMPDH1",1,6,5,18,0,6896,0
7,"ING3",1,2,1,18,0,6896,0
7,"INHBA",1,4,3,18,0,6896,0
7,"INSIG1",1,4,2,0,18,0,6896
7,"INTS1",1,19,15,0,18,0,6896
7,"IRF5",1,4,2,0,18,0,6896
7,"ISPD",1,9,2,0,18,10,6886
7,"ITGB8",1,9,2,0,18,0,6896
7,"JAZF1",1,1,1,0,18,0,6896
7,"KBTBD2",1,4,3,18,0,6896,0
7,"KCND2",1,5,2,0,18,0,6896
7,"KCTD7",1,4,2,0,18,0,6896
7,"KDELR2",1,6,2,0,18,0,6896
7,"KEL",1,28,16,0,18,18,6878
7,"KIAA0895",1,9,4,0,18,2,6894
7,"KIAA1147",1,7,4,0,18,0,6896
7,"KIAA1324L",1,18,10,0,18,0,6896
7,"KLF14",1,3,2,18,0,6896,0
7,"KLHDC10",1,1,1,0,18,0,6896
7,"KLHL7",1,3,1,0,18,0,6896
7,"KMT2E",1,18,12,0,18,22,6874
7,"KPNA7",1,5,3,0,18,0,6896
7,"KRIT1",1,10,3,0,18,0,6896
7,"LAMB4",1,53,32,0,18,40,6856
7,"LAMTOR4",1,3,1,0,18,0,6896
7,"LANCL2",1,8,5,0,18,0,6896
7,"LAT2",1,8,6,0,18,3,6893
7,"LEP",1,1,1,0,18,0,6896
7,"LFNG",1,6,5,18,0,6896,0
7,"LHFPL3",1,1,1,0,18,0,6896
7,"LIMK1",1,6,3,0,18,0,6896
7,"LMBR1",1,5,4,18,0,6896,0
7,"LMOD2",1,9,6,0,18,0,6896
7,"LOC100130705",1,1,1,0,18,11,6885
7,"LRCH4",1,16,8,0,18,0,6896
7,"LRRC17",1,9,5,0,18,31,6865
7,"LRRC4",1,10,6,0,18,5,6891
7,"LRRC61",1,8,2,0,18,0,6896
7,"LRRN3",1,11,6,0,18,10,6886
7,"LRWD1",1,13,10,0,18,15,6881
7,"LSMEM1",1,3,2,18,0,6896,0
7,"MAGI2",1,11,7,0,18,0,6896
7,"MALSU1",1,4,2,0,18,0,6896
7,"MBLAC1",1,4,2,0,18,0,6896
7,"MDFIC",1,11,7,0,18,0,6896
7,"MDH2",1,7,4,0,18,13,6883
7,"MEOX2",1,7,4,0,18,3,6893
7,"MEPCE",1,5,1,0,18,0,6896
7,"MEST",1,2,1,18,0,6896,0
7,"MET",1,27,16,0,18,6,6890
7,"MGAM",1,38,24,0,18,0,6896
7,"MICALL2",1,23,18,0,18,60,6836
7,"MIOS",1,8,3,0,18,0,6896
7,"MKLN1",1,6,3,0,18,2,6894
7,"MKRN1",1,3,2,18,0,6896,0
7,"MLXIPL",1,15,12,0,18,97,6799
7,"MMD2",1,4,2,0,18,0,6896
7,"MOGAT3",1,9,6,0,18,0,6896
7,"MOSPD3",1,9,6,0,18,0,6896
7,"MPLKIP",1,2,1,18,0,6896,0
7,"MPP6",1,7,2,0,18,0,6896
7,"MRPL32",1,7,4,0,18,0,6896
7,"MRPS17",1,1,1,0,18,0,6896
7,"MRPS24",1,1,1,0,18,0,6896
7,"MRPS24,URGCP-MRPS24",1,2,2,0,18,0,6896
7,"MRPS33",1,1,1,0,18,0,6896
7,"MYL10",1,7,6,18,0,6896,0
7,"MYL7",1,7,4,0,18,0,6896
7,"MYO1G",1,24,16,0,18,208,6688
7,"NAPEPLD",1,7,5,0,18,62,6834
7,"NAT16",1,5,3,0,18,54,6842
7,"NCAPG2",1,28,15,0,18,1,6895
7,"NDUFA5",1,4,3,18,0,6896,0
7,"NDUFB2",1,3,2,18,0,6896,0
7,"NFE2L3",1,9,5,0,18,1,6895
7,"NOBOX",1,14,10,0,18,212,6684
7,"NOS3",1,13,11,0,18,1,6895
7,"NPC1L1",1,42,25,0,18,5,6891
7,"NPTX2",1,4,2,0,18,0,6896
7,"NPVF",1,4,3,18,0,6896,0
7,"NPY",1,2,2,0,18,12,6884
7,"NRCAM",1,24,12,0,18,345,6551
7,"NSUN5",1,4,3,18,0,6896,0
7,"NT5C3A",1,3,1,0,18,0,6896
7,"NUB1",1,10,8,0,18,1,6895
7,"NUDCD3",1,9,7,0,18,235,6661
7,"NUDT1",1,8,4,0,18,0,6896
7,"NUP205",1,28,16,0,18,9,6887
7,"NUPL2",1,12,6,0,18,51,6845
7,"NUPR1L",1,1,1,0,18,0,6896
7,"NYAP1",1,7,4,0,18,3,6893
7,"OCM",1,2,1,18,0,6896,0
7,"OGDH",1,11,8,0,18,19,6877
7,"OPN1SW",1,12,8,0,18,1,6895
7,"OR2A12",1,7,4,0,18,296,6600
7,"OR2A14",1,5,4,18,0,6896,0
7,"OR2A2",1,6,4,0,18,297,6599
7,"OR2A25",1,6,2,0,18,0,6896
7,"OR2F2",1,5,4,18,0,6896,0
7,"OR6B1",1,14,12,0,18,61,6835
7,"OR6V1",1,15,12,0,18,81,6815
7,"OR9A2",1,12,7,0,18,0,6896
7,"OR9A4",1,5,3,0,18,0,6896
7,"ORC5",1,11,4,0,18,0,6896
7,"OSBPL3",1,20,16,0,18,0,6896
7,"PARP12",1,14,8,0,18,28,6868
7,"PAX4",1,14,10,0,18,368,6528
7,"PCOLCE",1,19,8,0,18,2,6894
7,"PDAP1",1,4,3,18,0,6896,0
7,"PDE1C",1,20,9,0,18,370,6526
7,"PDGFA",1,1,1,0,18,0,6896
7,"PDIA4",1,24,14,0,18,0,6896
7,"PDK4",1,5,3,0,18,0,6896
7,"PEG10",1,3,1,0,18,0,6896
7,"PEX1",1,32,21,0,18,11,6885
7,"PGAM2",1,12,9,0,18,0,6896
7,"PHKG1",1,9,5,0,18,0,6896
7,"PHTF2",1,8,4,0,18,0,6896
7,"PIK3CG",1,15,10,0,18,80,6816
7,"PILRB",1,4,1,0,18,0,6896
7,"PIP",1,9,6,0,18,183,6713
7,"PLEKHA8",1,7,6,18,0,6896,0
7,"PLOD3",1,18,12,0,18,0,6896
7,"PMPCB",1,15,10,0,18,29,6867
7,"PMS2",1,16,9,0,18,2,6894
7,"PNPLA8",1,12,6,0,18,1,6895
7,"POLD2",1,4,2,0,18,0,6896
7,"POM121C",1,1,1,0,18,0,6896
7,"PON2",1,10,4,0,18,421,6475
7,"PON3",1,13,11,0,18,0,6896
7,"POP7",1,3,1,0,18,1,6895
7,"POR",1,16,12,0,18,556,6340
7,"POT1",1,5,3,0,18,0,6896
7,"POU6F2",1,14,7,0,18,0,6896
7,"PPP1R17",1,4,2,0,18,4,6892
7,"PPP1R35",1,5,2,0,18,0,6896
7,"PPP1R3A",1,39,23,0,18,75,6821
7,"PRKAG2",1,9,3,0,18,0,6896
7,"PRKAR1B",1,4,4,0,18,0,6896
7,"PRKAR2B",1,1,1,0,18,0,6896
7,"PRKRIP1",1,7,3,0,18,39,6857
7,"PRRT4",1,7,6,18,0,6896,0
7,"PRSS1",1,13,3,0,18,0,6896
7,"PRSS58",1,5,3,0,18,0,6896
7,"PSPH",1,5,3,0,18,0,6896
7,"PTN",1,1,1,0,18,1,6895
7,"PUS7",1,5,3,0,18,5,6891
7,"RABGEF1",1,5,2,0,18,0,6896
7,"RALA",1,1,1,0,18,0,6896
7,"RAMP3",1,8,6,0,18,23,6873
7,"RAPGEF5",1,10,6,0,18,6,6890
7,"RARRES2",1,9,7,0,18,0,6896
7,"RBAK",1,13,7,0,18,1,6895
7,"RBM28",1,20,14,0,18,14,6882
7,"RBM48",1,4,1,0,18,0,6896
7,"RELN",1,66,47,0,18,8,6888
7,"REPIN1",1,6,5,18,0,6896,0
7,"RFC2",1,7,3,0,18,0,6896
7,"RHBDD2",1,7,6,18,0,6896,0
7,"RINT1",1,20,14,0,18,205,6691
7,"RNF133",1,15,10,0,18,26,6870
7,"RNF148",1,11,6,0,18,0,6896
7,"RNF216",1,22,10,0,18,0,6896
7,"RNF32",1,14,11,0,18,7,6889
7,"RP9",1,2,1,18,0,6896,0
7,"RSBN1L",1,10,2,0,18,0,6896
7,"RUNDC3B",1,5,1,0,18,0,6896
7,"SAMD9",1,36,22,0,18,102,6794
7,"SAMD9L",1,30,21,0,18,96,6800
7,"SBDS",1,3,1,0,18,0,6896
7,"SCRN1",1,9,6,0,18,19,6877
7,"SEMA3A",1,19,11,0,18,4,6892
7,"SEMA3C",1,16,8,0,18,1,6895
7,"SEMA3E",1,10,5,0,18,105,6791
7,"SEPT14",1,11,6,0,18,7,6889
7,"SERPINE1",1,10,5,0,18,1,6895
7,"SGCE",1,4,1,0,18,0,6896
7,"SKAP2",1,7,5,0,18,45,6851
7,"SLC12A9",1,16,8,0,18,0,6896
7,"SLC13A4",1,5,4,18,0,6896,0
7,"SLC25A13",1,14,8,0,18,0,6896
7,"SLC25A40",1,7,3,0,18,2,6894
7,"SLC26A3",1,25,16,0,18,15,6881
7,"SLC26A4",1,46,24,0,18,0,6896
7,"SLC26A5",1,13,4,0,18,0,6896
7,"SLC35B4",1,6,2,0,18,0,6896
7,"SLC4A2",1,18,14,0,18,409,6487
7,"SMARCD3",1,2,1,18,0,6896,0
7,"SMKR1",1,1,1,0,18,0,6896
7,"SMO",1,14,10,0,18,1,6895
7,"SMURF1",1,6,2,0,18,0,6896
7,"SND1",1,13,8,0,18,0,6896
7,"SNX10",1,3,2,18,0,6896,0
7,"SNX13",1,6,4,0,18,0,6896
7,"SNX8",1,8,3,0,18,0,6896
7,"SOSTDC1",1,6,3,0,18,1,6895
7,"SP4",1,6,4,0,18,0,6896
7,"SP8",1,2,2,0,18,0,6896
7,"SPAM1",1,18,6,0,18,4,6892
7,"SRPK2",1,3,3,0,18,0,6896
7,"SRRM3",1,2,2,0,18,0,6896
7,"SRRT",1,15,7,0,18,1,6895
7,"SSC4D",1,11,9,0,18,300,6596
7,"ST7",1,8,4,0,18,0,6896
7,"STAG3",1,25,11,0,18,0,6896
7,"STEAP1",1,6,2,0,18,0,6896
7,"STEAP1B",1,5,4,18,0,6896,0
7,"STK17A",1,10,6,0,18,366,6530
7,"STRA8",1,4,2,0,18,0,6896
7,"STRIP2",1,16,6,0,18,10,6886
7,"STX1A",1,2,1,18,0,6896,0
7,"STYXL1",1,10,6,0,18,1,6895
7,"SUGCT",1,10,8,0,18,1,6895
7,"SUMF2",1,15,10,0,18,4,6892
7,"SUN3",1,13,5,0,18,0,6896
7,"SYPL1",1,6,4,0,18,0,6896
7,"TAC1",1,2,1,18,0,6896,0
7,"TAF6",1,9,8,18,0,6896,0
7,"TAS2R3",1,10,5,0,18,0,6896
7,"TAS2R38",1,17,13,0,18,1395,5501
7,"TAS2R39",1,14,7,0,18,0,6896
7,"TAS2R40",1,9,5,0,18,33,6863
7,"TAS2R60",1,10,6,0,18,2,6894
7,"TBL2",1,10,6,0,18,27,6869
7,"TBX20",1,6,2,0,18,0,6896
7,"TBXAS1",1,39,25,0,18,10,6886
7,"TES",1,11,4,0,18,0,6896
7,"TFEC",1,6,4,0,18,4,6892
7,"TFPI2",1,10,7,0,18,0,6896
7,"TFR2",1,24,12,0,18,0,6896
7,"THAP5",1,5,3,0,18,0,6896
7,"TMED4",1,2,2,0,18,0,6896
7,"TMEM106B",1,3,2,18,0,6896,0
7,"TMEM130",1,12,6,0,18,0,6896
7,"TMEM139",1,7,3,0,18,4,6892
7,"TMEM168",1,14,8,0,18,0,6896
7,"TMEM176A",1,9,6,0,18,777,6119
7,"TMEM196",1,3,1,0,18,0,6896
7,"TMEM209",1,10,6,0,18,0,6896
7,"TMEM213",1,5,4,18,0,6896,0
7,"TMEM243",1,2,1,18,0,6896,0
7,"TMEM248",1,2,1,18,0,6896,0
7,"TMEM60",1,2,1,18,0,6896,0
7,"TMUB1",1,5,2,0,18,0,6896
7,"TNPO3",1,4,3,18,0,6896,0
7,"TNRC18",1,22,18,0,18,252,6644
7,"TOMM7",1,2,1,18,0,6896,0
7,"TPK1",1,1,1,0,18,1,6895
7,"TPST1",1,6,2,0,18,0,6896
7,"TRA2A",1,4,1,0,18,0,6896
7,"TRIM24",1,10,6,0,18,2,6894
7,"TRIM4",1,13,8,0,18,38,6858
7,"TRIM50",1,8,3,0,18,0,6896
7,"TRIM56",1,10,7,0,18,5,6891
7,"TRIP6",1,8,7,18,0,6896,0
7,"TRPV5",1,15,10,0,18,3,6893
7,"TRPV6",1,16,11,0,18,32,6864
7,"TRRAP",1,32,20,0,18,0,6896
7,"TSC22D4",1,6,3,0,18,0,6896
7,"TSGA13",1,6,3,0,18,1,6895
7,"TSPAN12",1,8,4,0,18,0,6896
7,"TSPAN33",1,4,3,18,0,6896,0
7,"TTC26",1,9,6,0,18,0,6896
7,"TTYH3",1,9,6,0,18,1,6895
7,"TWISTNB",1,4,2,0,18,0,6896
7,"TYW1",1,2,1,18,0,6896,0
7,"UBE2D4",1,1,1,0,18,6,6890
7,"UBE3C",1,10,7,0,18,0,6896
7,"UBN2",1,21,17,0,18,4,6892
7,"UFSP1",1,4,3,18,0,6896,0
7,"UPK3B",1,7,5,0,18,0,6896
7,"UPP1",1,7,4,0,18,0,6896
7,"URGCP,URGCP-MRPS24",1,2,1,18,0,6896,0
7,"USP42",1,26,15,0,18,7,6889
7,"VGF",1,3,2,18,0,6896,0
7,"VIPR2",1,9,5,0,18,0,6896
7,"VOPP1",1,2,1,18,0,6896,0
7,"VPS41",1,19,12,0,18,43,6853
7,"VWC2",1,4,4,0,18,23,6873
7,"WASL",1,2,1,18,0,6896,0
7,"WBSCR16",1,1,1,0,18,0,6896
7,"WBSCR17",1,8,4,0,18,0,6896
7,"WBSCR22",1,6,3,0,18,0,6896
7,"WDR86",1,6,6,0,18,0,6896
7,"WEE2",1,12,6,0,18,0,6896
7,"WIPF3",1,8,6,0,18,18,6878
7,"WIPI2",1,9,6,0,18,0,6896
7,"WNT16",1,8,7,18,0,6896,0
7,"WNT2",1,7,5,0,18,0,6896
7,"XRCC2",1,5,3,0,18,54,6842
7,"YAE1D1",1,10,6,0,18,53,6843
7,"YKT6",1,4,4,0,18,0,6896
7,"ZBED6CL",1,8,6,0,18,0,6896
7,"ZCWPW1",1,21,12,0,18,31,6865
7,"ZFAND2A",1,5,2,0,18,0,6896
7,"ZKSCAN1",1,8,3,0,18,0,6896
7,"ZKSCAN5",1,12,6,0,18,1,6895
7,"ZNF107",1,8,2,0,18,20,6876
7,"ZNF117",1,4,3,18,0,6896,0
7,"ZNF12",1,7,6,18,0,6896,0
7,"ZNF138",1,5,4,18,0,6896,0
7,"ZNF212",1,12,6,0,18,3,6893
7,"ZNF277",1,10,5,0,18,23,6873
7,"ZNF282",1,7,5,0,18,0,6896
7,"ZNF394",1,12,6,0,18,0,6896
7,"ZNF398",1,12,9,0,18,38,6858
7,"ZNF425",1,20,14,0,18,1,6895
7,"ZNF467",1,10,8,0,18,47,6849
7,"ZNF655",1,20,11,0,18,1,6895
7,"ZNF679",1,4,2,0,18,25,6871
7,"ZNF713",1,6,3,0,18,0,6896
7,"ZNF727",1,3,2,18,0,6896,0
7,"ZNF736",1,1,1,0,18,3,6893
7,"ZNF746",1,5,2,0,18,0,6896
7,"ZNF783",1,7,5,0,18,0,6896
7,"ZNF786",1,11,8,0,18,1,6895
7,"ZNF789",1,16,11,0,18,168,6728
7,"ZNF800",1,11,7,0,18,2,6894
7,"ZNF862",1,32,18,0,18,121,6775
7,"ZNF92",1,3,2,18,0,6896,0
7,"ZNHIT1",1,2,1,18,0,6896,0
7,"ZP3",1,9,7,0,18,349,6547
7,"ZPBP",1,4,2,0,18,0,6896
7,"ZSCAN21",1,11,7,0,18,0,6896
7,"ZSCAN25",1,7,4,0,18,0,6896
7,"ZYX",1,15,11,0,18,6,6890
8,"AARD",1,2,1,18,0,6896,0
8,"ABRA",1,9,5,0,18,3,6893
8,"ADAM18",1,31,20,0,18,2,6894
8,"ADAM2",1,32,14,0,18,1,6895
8,"ADAM28",1,34,23,0,18,10,6886
8,"ADAM32",1,21,13,0,18,1,6895
8,"ADAM9",1,9,6,0,18,0,6896
8,"ADAMDEC1",1,15,11,0,18,1,6895
8,"ADCY8",1,17,11,0,18,3,6893
8,"ADRB3",1,5,2,0,18,36,6860
8,"AGO2",1,1,1,0,18,0,6896
8,"AGPAT5",1,8,5,0,18,0,6896
8,"ANGPT1",1,9,4,0,18,2,6894
8,"ANGPT2",1,12,7,0,18,0,6896
8,"ANK1",1,39,29,0,18,7,6889
8,"AP3M2",1,4,3,18,0,6896,0
8,"ARFGEF1",1,12,7,0,18,0,6896
8,"ARHGAP39",1,12,7,0,18,0,6896
8,"ARHGEF10",1,48,28,0,18,41,6855
8,"ARMC1",1,3,3,0,18,0,6896
8,"ASH2L",1,3,1,0,18,2,6894
8,"ASPH",1,21,13,0,18,3,6893
8,"ATAD2",1,17,9,0,18,0,6896
8,"ATP6V0D2",1,15,9,0,18,0,6896
8,"ATP6V1B2",1,4,3,18,0,6896,0
8,"ATP6V1C1",1,3,2,18,0,6896,0
8,"ATP6V1H",1,11,4,0,18,0,6896
8,"AZIN1",1,7,5,0,18,0,6896
8,"BAALC",1,6,2,0,18,0,6896
8,"BAG4",1,8,7,18,0,6896,0
8,"BAI1",1,4,2,0,18,0,6896
8,"BIN3",1,4,3,18,0,6896,0
8,"BLK",1,18,15,0,18,2,6894
8,"BMP1",1,20,10,0,18,23,6873
8,"BNIP3L",1,1,1,0,18,0,6896
8,"BRF2",1,14,8,0,18,1,6895
8,"C8orf22",1,3,2,18,0,6896,0
8,"C8orf33",1,7,3,0,18,1,6895
8,"C8orf34",1,11,8,0,18,165,6731
8,"C8orf37",1,8,4,0,18,5,6891
8,"C8orf4",1,2,1,18,0,6896,0
8,"C8orf44-SGK3,SGK3",1,5,3,0,18,0,6896
8,"C8orf48",1,9,8,18,0,6896,0
8,"C8orf58",1,7,4,0,18,7,6889
8,"C8orf59",1,1,1,0,18,0,6896
8,"C8orf74",1,13,11,0,18,1,6895
8,"C8orf76,ZHX1-C8orf76",1,5,2,0,18,1,6895
8,"C8orf82",1,2,2,0,18,0,6896
8,"C8orf86",1,12,8,0,18,14,6882
8,"C8orf89",1,1,1,0,18,269,6627
8,"CA1",1,11,6,0,18,0,6896
8,"CA13",1,4,1,0,18,3,6893
8,"CA2",1,3,1,0,18,0,6896
8,"CA8",1,3,1,0,18,0,6896
8,"CALB1",1,1,1,0,18,0,6896
8,"CCAR2",1,17,10,0,18,2,6894
8,"CCDC166",1,1,1,0,18,6,6890
8,"CCDC25",1,1,1,0,18,0,6896
8,"CCNE2",1,2,2,0,18,1,6895
8,"CEBPD",1,2,2,0,18,0,6896
8,"CHCHD7",1,2,1,18,0,6896,0
8,"CHD7",1,28,16,0,18,0,6896
8,"CHMP4C",1,9,4,0,18,35,6861
8,"CHMP7",1,9,4,0,18,0,6896
8,"CHRAC1",1,5,5,0,18,13,6883
8,"CHRNA6",1,13,9,0,18,0,6896
8,"CHRNB3",1,9,5,0,18,0,6896
8,"CLDN23",1,4,2,0,18,424,6472
8,"CLN8",1,11,5,0,18,0,6896
8,"CLU",1,10,6,0,18,0,6896
8,"CLVS1",1,3,1,0,18,0,6896
8,"CNBD1",1,19,11,0,18,0,6896
8,"COLEC10",1,8,4,0,18,0,6896
8,"CPA6",1,20,11,0,18,201,6695
8,"CPQ",1,18,9,0,18,0,6896
8,"CPSF1",1,11,6,0,18,0,6896
8,"CRISPLD1",1,15,4,0,18,0,6896
8,"CSGALNACT1",1,26,17,0,18,236,6660
8,"CSPP1",1,28,13,0,18,7,6889
8,"CTHRC1",1,7,2,0,18,0,6896
8,"CYC1",1,8,4,0,18,0,6896
8,"CYHR1",1,3,1,0,18,0,6896
8,"CYP11B1",1,6,2,0,18,0,6896
8,"CYP11B2",1,5,4,18,0,6896,0
8,"CYP7A1",1,14,10,0,18,0,6896
8,"CYP7B1",1,8,4,0,18,10,6886
8,"DCAF4L2",1,11,7,0,18,0,6896
8,"DCTN6",1,4,3,18,0,6896,0
8,"DECR1",1,6,4,0,18,0,6896
8,"DEFA4",1,8,6,0,18,14,6882
8,"DEFA6",1,5,3,0,18,0,6896
8,"DEFB1",1,8,5,0,18,0,6896
8,"DEFB135",1,4,3,18,0,6896,0
8,"DEFB136",1,2,1,18,0,6896,0
8,"DENND3",1,26,17,0,18,85,6811
8,"DERL1",1,4,3,18,0,6896,0
8,"DGAT1",1,8,4,0,18,72,6824
8,"DKK4",1,5,1,0,18,0,6896
8,"DMTN",1,5,4,18,0,6896,0
8,"DNAJC5B",1,5,3,0,18,0,6896
8,"DOK2",1,13,10,0,18,26,6870
8,"DPY19L4",1,20,10,0,18,0,6896
8,"DPYS",1,17,8,0,18,0,6896
8,"DPYSL2",1,4,2,0,18,1,6895
8,"DUSP26",1,3,3,0,18,0,6896
8,"DUSP4",1,5,2,0,18,0,6896
8,"EBAG9",1,2,1,18,0,6896,0
8,"EBF2",1,1,1,0,18,0,6896
8,"EEF1D",1,16,11,0,18,28,6868
8,"EFCAB1",1,5,3,0,18,0,6896
8,"EFR3A",1,16,8,0,18,0,6896
8,"EGR3",1,3,2,18,0,6896,0
8,"EIF3H",1,3,3,0,18,0,6896
8,"ELP3",1,9,6,0,18,0,6896
8,"ENPP2",1,17,10,0,18,0,6896
8,"ENTPD4",1,28,13,0,18,33,6863
8,"EPHX2",1,30,16,0,18,143,6753
8,"ERI1",1,4,4,0,18,56,6840
8,"ERICH1",1,20,8,0,18,7,6889
8,"ERICH5",1,16,9,0,18,4,6892
8,"ESCO2",1,18,11,0,18,65,6831
8,"ESRP1",1,5,4,18,0,6896,0
8,"EXOSC4",1,5,4,18,0,6896,0
8,"EXT1",1,6,4,0,18,0,6896
8,"EXTL3",1,11,6,0,18,0,6896
8,"EYA1",1,8,3,0,18,0,6896
8,"FABP12",1,4,3,18,0,6896,0
8,"FABP4",1,5,1,0,18,0,6896
