"CHR","GENE","P","ORIG_SNP","NOHOM_SNP","X1","X2","X3","X4"
20,"SLC4A11",0.117611866535774,23,14,6,12,1333,5563
2,"ALMS1",0.117984094893328,122,65,5,13,1026,5870
20,"C20orf96",0.117984094893328,8,4,5,13,1026,5870
9,"GALNT12",0.117992396336583,19,12,1,17,47,6849
10,"SLC16A12",0.117992396336583,10,6,1,17,47,6849
6,"REV3L",0.118050023347694,60,38,3,15,465,6431
13,"COG3",0.118050023347694,13,7,3,15,465,6431
11,"OR4D6",0.118152062224067,30,20,4,14,735,6161
6,"HIVEP1",0.118359850788517,66,46,5,13,1027,5869
11,"OR51Q1",0.118359850788517,20,15,5,13,1027,5869
19,"UPK1A",0.118510121106295,12,9,7,11,1658,5238
5,"GRAMD3",0.11861773412498,13,7,3,15,466,6430
17,"OR4D2",0.11861773412498,9,7,3,15,466,6430
4,"CLDN24",0.119010741742874,1,1,2,16,228,6668
9,"ROR2",0.119042053653255,27,17,4,14,737,6159
2,"LRP2",0.119275928995003,120,76,6,12,1338,5558
2,"CFAP36",0.120304679596988,7,4,1,17,48,6848
3,"MINA",0.120338545067069,16,12,7,11,1664,5232
13,"COG6",0.120627564200831,20,13,5,13,1033,5863
4,"UVSSA",0.120831582703883,39,19,4,14,741,6155
1,"TTC22",0.121472788449735,13,8,3,15,471,6425
3,"TTLL3",0.121590864984596,12,6,2,16,231,6665
10,"ITGA8",0.122611236882822,32,20,1,17,49,6847
16,"DEF8",0.122611236882822,8,4,1,17,49,6847
18,"ELP2",0.123301670880486,18,9,5,13,1040,5856
2,"LRRTM1",0.124185763707135,10,8,2,16,234,6662
6,"TIAM2",0.124185763707135,55,36,2,16,234,6662
19,"ZNF554",0.124185763707135,27,13,2,16,234,6662
17,"ALOX15B",0.124356689738932,25,18,7,11,1677,5219
3,"TMEM89",0.124912081541347,14,9,1,17,50,6846
3,"RAD18",0.124934723324806,14,8,3,15,477,6419
15,"CHSY1",0.12505395229595,13,9,2,16,235,6661
2,"SLC3A1",0.125360640996961,39,18,4,14,751,6145
19,"ZNF283",0.12581785303472,13,9,4,14,752,6144
10,"CDH23",0.126055327850759,103,72,10,8,2725,4171
1,"CLCC1",0.126680157758808,15,8,3,15,480,6416
15,"DIS3L",0.126734609744394,32,15,4,14,754,6142
7,"OR2F1",0.127207226890648,11,5,1,17,51,6845
21,"ATP5O",0.127207226890648,10,6,1,17,51,6845
5,"CDH9",0.127500114550439,9,6,7,11,1687,5209
4,"TET2",0.127565289360831,40,21,5,13,1051,5845
21,"C21orf33",0.127668003576341,10,7,2,16,238,6658
12,"PSMD9",0.128115557418272,12,7,4,14,757,6139
20,"SSTR4",0.128139814745501,5,2,6,12,1364,5532
19,"FPR1",0.128144710234931,12,8,8,10,2026,4870
8,"RB1CC1",0.128452030717889,15,9,7,11,1690,5206
5,"C5orf58",0.128770246503696,2,2,7,11,1691,5205
5,"SLC38A9",0.129040049409072,11,7,4,14,759,6137
10,"TAF3",0.129134192559729,11,9,5,13,1055,5841
8,"ADRA1A",0.129185190768023,14,10,6,12,1367,5529
17,"ZNF750",0.12941848047553,17,11,2,16,240,6656
19,"PDE4A",0.12941848047553,13,7,2,16,240,6656
6,"MYLK4",0.129496686219702,8,4,1,17,52,6844
8,"RRM2B",0.129496686219702,9,5,1,17,52,6844
1,"KPRP",0.129610339121735,22,16,3,15,485,6411
6,"TTLL2",0.129610339121735,26,17,3,15,485,6411
1,"PRDM2",0.129922323480136,44,26,5,13,1057,5839
11,"ACER3",0.130199514087725,1,1,3,15,486,6410
16,"KAT8",0.130898251579131,3,1,4,14,763,6133
11,"OR5A1",0.131364715008884,15,8,4,14,764,6132
3,"KIAA0226",0.131780472788431,27,19,1,17,53,6843
10,"ECHDC3",0.131780472788431,14,7,1,17,53,6843
16,"NMRAL1",0.131780472788431,12,8,1,17,53,6843
1,"AIM1L",0.133597994306219,31,20,7,11,1706,5190
5,"ATP10B",0.133821146894814,53,33,2,16,245,6651
5,"MAN2A1",0.133821146894814,30,15,2,16,245,6651
10,"ACADSB",0.134058599827761,17,9,1,17,54,6842
22,"MTMR3",0.134058599827761,27,18,1,17,54,6842
1,"KIAA1107",0.134179462842024,15,11,4,14,770,6126
17,"KCNH6",0.134352628267675,28,13,3,15,493,6403
11,"CDON",0.134481693870351,28,13,6,12,1382,5514
4,"ZFYVE28",0.134706117923057,22,16,2,16,246,6650
21,"PWP2",0.134706117923057,32,15,2,16,246,6650
4,"TMPRSS11E",0.134950017135414,5,3,3,15,494,6402
9,"PTCH1",0.13559704172069,34,21,4,14,773,6123
4,"SH3TC1",0.136331080539687,48,31,1,17,55,6841
1,"SLC45A1",0.136480398007249,11,5,2,16,248,6648
2,"PDIA6",0.137349655194273,6,3,3,15,498,6398
3,"ATR",0.137714981378065,42,28,6,12,1391,5505
11,"CD5",0.137864431913946,21,17,7,11,1719,5177
22,"ASCC2",0.138597928097325,12,8,1,17,56,6840
6,"HIST1H1T",0.138789597474371,20,15,9,9,2411,4485
12,"PTPRB",0.138801919942769,52,35,6,12,1394,5502
16,"SPG7",0.139152478215729,26,14,2,16,251,6645
17,"SLC52A1",0.139152478215729,10,5,2,16,251,6645
14,"AHNAK2",0.139460772679525,74,41,11,7,3144,3752
2,"DUSP11",0.139890161884896,3,3,4,14,782,6114
4,"ADD1",0.140045965311143,11,5,2,16,252,6644
11,"OR10A6",0.140258281703099,11,8,6,12,1398,5498
1,"TBX15",0.140940828976308,10,8,2,16,253,6643
12,"KRT71",0.14157741982206,21,16,8,10,2070,4826
17,"FBXO39",0.141587319469233,20,18,3,15,505,6391
5,"WDR41",0.142458012885492,23,13,6,12,1404,5492
16,"QPRT",0.142734637682705,4,2,2,16,255,6641
19,"PRX",0.142861695711275,29,16,5,13,1089,5807
3,"OXSR1",0.143114776298185,4,4,1,17,58,6838
8,"PTK2B",0.143195294833024,27,13,6,12,1406,5490
9,"PRRC2B",0.143195294833024,43,30,6,12,1406,5490
17,"KIF2B",0.143564691245087,33,16,6,12,1407,5489
11,"CD44",0.143633558674819,19,10,2,16,256,6640
14,"TECPR2",0.1442430781277,29,15,4,14,791,6105
20,"CST1",0.1442430781277,5,2,4,14,791,6105
3,"POPDC2",0.144675897547256,10,8,6,12,1410,5486
16,"ITGAL",0.145257648558786,16,8,3,15,511,6385
4,"TMEM175;TMEM175",0.145364803143791,1,1,1,17,59,6837
11,"MOGAT2",0.145419212020447,14,8,6,12,1412,5484
2,"ITSN2",0.145707162066906,35,18,4,14,794,6102
17,"GOSR2",0.146196634618612,5,1,4,14,795,6101
1,"TARBP1",0.146488759578274,35,23,3,15,513,6383
19,"ZNF614",0.146488759578274,11,6,3,15,513,6383
17,"MINK1",0.146610818923885,13,10,5,13,1098,5798
9,"TBC1D2",0.147105737468184,27,15,3,15,514,6382
14,"MMP14",0.147242408510793,12,7,2,16,260,6636
1,"DBT",0.14760924924,12,8,1,17,60,6836
1,"TTC24",0.147723659050324,10,8,3,15,515,6381
5,"MAML1",0.148161709408899,21,17,4,14,799,6097
17,"TTLL6",0.148342520901027,22,16,3,15,516,6380
1,"UBR4",0.148412482295876,62,33,6,12,1420,5476
10,"TRUB1",0.148412482295876,10,6,6,12,1420,5476
14,"SYT16",0.148654767033974,18,9,4,14,800,6096
15,"GATM",0.148962319594482,5,3,3,15,517,6379
21,"RSPH1",0.149054567377603,16,10,2,16,262,6634
1,"ATF6",0.149583051702795,15,8,3,15,518,6378
14,"PCK2",0.149848127616431,34,24,1,17,61,6835
19,"CCDC105",0.151628027773487,16,7,4,14,806,6090
1,"F5",0.152126043385317,61,33,4,14,807,6089
11,"NLRP14",0.153392403153495,43,29,5,13,1114,5782
11,"ALKBH3",0.153954023720719,12,8,3,15,525,6371
11,"ARHGEF17",0.154309233185881,36,26,1,17,63,6833
3,"IQCF6",0.155211077780408,5,5,3,15,527,6369
5,"TRIM7",0.155211077780408,16,8,3,15,527,6369
2,"MTIF2",0.155436134302791,16,7,2,16,269,6627
11,"CCDC82",0.155436134302791,14,10,2,16,269,6627
1,"ETV3L",0.15635258707287,13,9,2,16,270,6626
1,"NUP133",0.15635258707287,27,15,2,16,270,6626
16,"SLX4",0.156531486295759,69,41,1,17,64,6832
1,"OR10J1",0.156639613501606,13,9,4,14,816,6080
7,"ZNF853",0.157582572575389,3,3,6,12,1444,5452
20,"PCK1",0.158369385654094,31,22,3,15,532,6364
1,"ECM1",0.158574865496389,18,11,5,13,1126,5770
14,"SDR39U1",0.158748223519686,9,6,1,17,65,6831
19,"TYK2",0.159003706383481,28,21,3,15,533,6363
8,"TRPA1",0.159528536628456,19,13,6,12,1449,5447
9,"EPB41L4B",0.159638905441275,19,13,3,15,534,6362
11,"MRGPRF",0.159638905441275,7,3,3,15,534,6362
17,"ABCA6",0.160188804519432,49,26,4,14,823,6073
10,"INPP5A",0.1609521153509,11,7,2,16,275,6621
5,"TNIP1",0.160959457745247,22,14,1,17,66,6830
2,"GEN1",0.161196561241103,28,18,5,13,1132,5764
1,"PRCC",0.161875395628283,7,4,2,16,276,6620
9,"UBAC1",0.162188415834604,11,9,3,15,538,6358
7,"LRGUK",0.163165201831794,40,24,1,17,67,6829
3,"UBP1",0.163468351113049,6,6,3,15,540,6356
13,"PCDH8",0.163725242156534,14,11,2,16,278,6618
4,"ATP10D",0.165951926858189,42,25,8,10,2144,4752
1,"OVGP1",0.166235100464334,24,11,6,12,1466,5430
11,"CDC42BPG",0.166945533133223,31,16,5,13,1145,5751
3,"BSN",0.167033205918367,58,37,6,12,1468,5428
20,"DEFB127",0.167386365573062,5,2,4,14,837,6059
12,"KRT7",0.167437772523573,8,6,2,16,282,6614
1,"DFFB",0.167560270884425,9,3,1,17,69,6827
20,"NCOA3",0.167560270884425,22,14,1,17,69,6827
12,"H1FNT",0.167833212449756,7,5,6,12,1470,5426
19,"PINLYP",0.168368516191357,1,1,2,16,283,6613
8,"OC90",0.168621979920641,17,10,3,15,548,6348
3,"IRAK2",0.168718898738541,27,16,8,10,2152,4744
5,"NPR3",0.169300282738045,6,3,2,16,284,6612
9,"FAM120AOS",0.170510677193512,4,2,4,14,843,6053
17,"GIP",0.170648145765085,5,3,6,12,1477,5419
14,"TRIM9",0.171430789125811,5,3,5,13,1155,5741
4,"SCD5",0.1714566550493,13,7,6,12,1479,5417
19,"LGALS14",0.171557307707068,10,5,4,14,845,6051
3,"MORC1",0.171861614112833,20,11,6,12,1480,5416
1,"PINK1",0.171869968587449,22,11,3,15,553,6343
12,"DNAH10",0.171882288388328,136,84,5,13,1156,5740
4,"SPOCK3",0.171933532989908,7,4,1,17,71,6825
4,"LARP1B",0.17208158954964,24,9,4,14,846,6050
19,"LRG1",0.17208158954964,18,14,4,14,846,6050
14,"CDKL1",0.172334324805885,8,6,5,13,1157,5739
1,"COL16A1",0.172606513652292,50,32,4,14,847,6049
2,"SMC6",0.172606513652292,9,5,4,14,847,6049
11,"CD6",0.172786897492838,8,5,5,13,1158,5738
4,"SLC10A6",0.173037364347857,12,7,2,16,288,6608
17,"C17orf47",0.173037364347857,15,7,2,16,288,6608
19,"LYPD5",0.17348613383131,4,2,6,12,1484,5412
6,"IYD",0.174112018287508,14,11,1,17,72,6824
12,"METTL25",0.174112018287508,19,9,1,17,72,6824
20,"MKKS",0.174112018287508,16,8,1,17,72,6824
8,"LRRC6",0.174147824277584,20,15,5,13,1161,5735
10,"PCDH15",0.174185123494887,68,35,4,14,850,6046
21,"DOPEY2",0.174911766245155,64,48,2,16,290,6606
16,"CHTF18",0.175138183765928,36,27,3,15,558,6338
6,"FUCA2",0.175240711929472,15,9,4,14,852,6044
11,"OAF",0.175850395723597,5,2,2,16,291,6605
2,"MTERF4",0.176285090012523,13,6,1,17,73,6823
12,"TESPA1",0.176285090012523,23,17,1,17,73,6823
14,"ATP5S",0.176426677619135,9,4,5,13,1166,5730
1,"ZNF683",0.177168550993767,18,13,6,12,1493,5403
17,"VMO1",0.177168550993767,6,4,6,12,1493,5403
3,"SENP2",0.177890725391448,5,1,4,14,857,6039
20,"ZHX3",0.178671873565665,14,10,2,16,294,6602
11,"OR51S1",0.178679022313667,18,10,9,9,2536,4360
19,"ZNF83",0.17871873562655,16,10,5,13,1171,5725
19,"ZNF223",0.178955113659104,13,9,4,14,859,6037
4,"ZNF518B",0.179086130385774,31,20,3,15,564,6332
9,"LRSAM1",0.17961419491718,22,13,2,16,295,6601
11,"ZDHHC13",0.179746839869185,17,9,3,15,565,6331
21,"DNMT3L",0.179746839869185,12,6,3,15,565,6331
4,"DKK2",0.180615043370331,9,6,1,17,75,6821
18,"ATP8B1",0.180615043370331,26,14,1,17,75,6821
20,"PTPRA",0.180615043370331,6,3,1,17,75,6821
15,"ALPK3",0.181023884055441,34,21,5,13,1176,5720
5,"GPR151",0.181501519247142,20,12,2,16,297,6599
19,"ZNF441",0.181501519247142,9,4,2,16,297,6599
9,"BAAT",0.181733559021129,12,6,3,15,568,6328
12,"OVCH1",0.181999816490447,37,27,11,7,3284,3612
8,"BHLHE22",0.182397317411764,1,1,3,15,569,6327
22,"SEC14L6",0.182446501877528,3,3,2,16,298,6598
3,"ACAD11",0.182771950246513,24,12,1,17,76,6820
7,"ZC3HAV1L",0.182771950246513,7,3,1,17,76,6820
17,"SHPK",0.182771950246513,14,11,1,17,76,6820
6,"GLP1R",0.182931660878281,13,11,8,10,2192,4704
1,"PCSK9",0.183392351321539,22,10,2,16,299,6597
17,"PLD2",0.183392351321539,33,18,2,16,299,6597
1,"PIK3R3",0.184393100060107,13,9,3,15,572,6324
9,"OR1L8",0.184739060361643,11,7,5,13,1184,5712
1,"OMA1",0.184923494037001,19,16,1,17,77,6819
12,"RBP5",0.184923494037001,4,2,1,17,77,6819
6,"LMBRD1",0.185205768950569,9,4,5,13,1185,5711
11,"IGSF22",0.185484964327775,42,33,6,12,1513,5383
14,"SERPINA11",0.186140716749238,8,4,5,13,1187,5709
7,"PON1",0.186748065018364,19,10,6,12,1516,5380
20,"CFAP61",0.186748065018364,45,25,6,12,1516,5380
5,"MAP3K1",0.187064531637169,16,11,3,15,576,6320
10,"TACR2",0.187184216424682,20,13,2,16,303,6593
7,"ZC3HAV1",0.18773608098621,25,18,7,11,1857,5039
5,"PCDHB6",0.189075775100962,21,13,3,15,579,6317
12,"NACA",0.189733496655128,25,17,4,14,879,6017
17,"QRICH2",0.18974763203313,57,31,3,15,580,6316
11,"NLRP6",0.190036727379112,15,9,2,16,306,6590
1,"RNASEL",0.190270738081898,19,12,8,10,2212,4684
19,"SBSN",0.190824493329371,11,9,4,14,881,6015
10,"PALD1",0.191093488801168,37,27,3,15,582,6314
3,"PPP2R3A",0.191319089599564,36,20,5,13,1198,5698
7,"IGFBP1",0.191370869610348,7,4,4,14,882,6014
2,"ITGA6",0.191767481719273,17,10,3,15,583,6313
11,"NCR3LG1",0.192896325029015,3,3,2,16,309,6587
18,"CCDC102B",0.193217141702216,19,14,5,13,1202,5694
3,"C3orf70",0.193476288980534,6,4,1,17,81,6815
4,"PTPN13",0.193692892313153,69,44,5,13,1203,5693
10,"LIPK",0.193851053673274,15,11,2,16,310,6586
14,"LRR1",0.193851053673274,14,8,2,16,310,6586
15,"FMN1",0.194372210151498,51,29,8,10,2223,4673
18,"CCDC178",0.195601205080995,21,16,1,17,82,6814
22,"DRICH1",0.195601205080995,6,4,1,17,82,6814
5,"AGGF1",0.195826124951887,17,8,3,15,589,6307
3,"WDR49",0.196314290605001,28,20,4,14,891,6005
17,"USP6",0.196564575287629,18,13,6,12,1539,5357
5,"FNDC9",0.196719693101123,14,8,2,16,313,6583
2,"SPEG",0.196866421256247,45,32,4,14,892,6004
1,"PROK1",0.197036896738789,8,3,5,13,1210,5686
1,"ATP1A4",0.197720832999095,36,25,1,17,83,6813
2,"ZSWIM2",0.197720832999095,21,13,1,17,83,6813
3,"USP19",0.197720832999095,22,15,1,17,83,6813
15,"WDR73",0.197720832999095,8,5,1,17,83,6813
17,"METRNL",0.197720832999095,11,7,1,17,83,6813
7,"MAD1L1",0.197972379139599,16,10,4,14,894,6002
13,"MYO16",0.197996716374224,38,22,5,13,1212,5684
7,"CPED1",0.198729217193072,34,19,6,12,1544,5352
12,"MLXIP",0.198958472330913,11,9,5,13,1214,5682
1,"ZYG11A",0.199080587747656,10,7,4,14,896,6000
4,"SPARCL1",0.199080587747656,24,13,4,14,896,6000
2,"GREB1",0.199179007496501,44,29,9,9,2594,4302
19,"FCGBP",0.199594812662712,66,36,2,16,316,6580
1,"MAP3K6",0.199598090416855,26,13,6,12,1546,5350
20,"MMP9",0.200191033395039,16,13,4,14,898,5998
5,"PCDHA4",0.200468679395641,8,6,6,12,1548,5348
4,"PPID",0.201275844744489,8,5,3,15,597,6299
6,"NCR2",0.201371280595537,13,11,5,13,1219,5677
3,"DTX3L",0.201855277278417,19,13,5,13,1220,5676
3,"CCDC36",0.201944273813516,10,7,1,17,85,6811
3,"SLC26A6",0.201944273813516,13,10,1,17,85,6811
1,"IPP",0.201960051451135,11,7,3,15,598,6298
5,"PCDHA3",0.202214983275112,5,5,6,12,1552,5344
10,"ERLIN1",0.20265262323254,3,1,6,12,1553,5343
17,"SCARF1",0.203310119023395,23,14,5,13,1223,5673
6,"COL19A1",0.204048111404517,39,20,1,17,86,6810
9,"FRMPD1",0.204400388709401,48,31,2,16,321,6575
14,"CINP",0.204703377512283,10,5,3,15,602,6294
7,"VWDE",0.205121735718355,56,48,10,8,2977,3919
9,"TTC16",0.205287348403824,32,20,6,12,1559,5337
4,"RNF212",0.205390816664163,16,13,3,15,603,6293
9,"SETX",0.206078892007669,70,40,3,15,604,6292
6,"SAPCD1",0.20614671020263,16,10,1,17,87,6809
9,"RGS3",0.20614671020263,32,23,1,17,87,6809
1,"ZFP69B",0.206327201003142,15,7,2,16,323,6573
2,"DYTN",0.208025634546457,22,17,4,14,912,5984
7,"GUSB",0.208190172730003,7,4,5,13,1233,5663
1,"GPA33",0.208240082487475,12,5,1,17,88,6808
19,"ZNF154",0.208256521467518,15,9,2,16,325,6571
18,"MTCL1",0.209171767050768,49,32,5,13,1235,5661
2,"NIF3L1",0.210188277578166,14,11,2,16,327,6569
1,"NUP210L",0.210220512222247,35,19,3,15,610,6286
1,"IQGAP3",0.210283439084292,43,21,4,14,916,5980
3,"HCLS1",0.210283439084292,23,13,4,14,916,5980
10,"CYP2C8",0.210328240511684,21,16,1,17,89,6807
11,"TRPC6",0.210328240511684,8,4,1,17,89,6807
21,"LIPI",0.210838488378995,14,7,8,10,2266,4630
2,"ZNF142",0.21114047239387,36,25,5,13,1239,5657
8,"DEPTOR",0.21114047239387,11,7,5,13,1239,5657
19,"SIGLEC9",0.21114047239387,10,8,5,13,1239,5657
14,"ZFHX2",0.211155046502409,8,6,2,16,328,6568
7,"ZNF273",0.211940008601971,4,1,6,12,1574,5322
6,"RREB1",0.212127566569646,39,24,5,13,1241,5655
9,"TTF1",0.212411196500956,31,16,1,17,90,6806
12,"P2RX4",0.212411196500956,11,6,1,17,90,6806
1,"PODN",0.213116477137692,18,13,5,13,1243,5653
12,"KRT3",0.213117486769961,14,7,4,14,921,5975
3,"COL6A5",0.213688730189294,59,45,3,15,615,6281
11,"MMP20",0.21397663756546,24,16,8,10,2274,4622
3,"HRG",0.214178163465793,36,23,6,12,1579,5317
4,"STK32B",0.214488962654112,9,5,1,17,91,6805
12,"SCYL2",0.214488962654112,9,6,1,17,91,6805
10,"DNMBP",0.214824120540239,39,25,4,14,924,5972
6,"EHMT2",0.215394022140251,33,10,4,14,925,5971
17,"ZNF286A",0.215394022140251,7,4,4,14,925,5971
18,"CNDP2",0.215997443591205,9,6,2,16,333,6563
11,"ASCL3",0.21653535031641,9,6,4,14,927,5969
19,"HKR1",0.21717182760586,19,11,3,15,620,6276
2,"APOB",0.21753448209005,147,83,8,10,2283,4613
10,"ADO",0.218087977695828,2,2,5,13,1253,5643
17,"PEMT",0.218151897211843,8,5,7,11,1932,4964
2,"FASTKD1",0.218587572430609,20,12,5,13,1254,5642
16,"CMTM2",0.218628974113305,8,4,1,17,93,6803
4,"APBB2",0.218909406905024,17,11,2,16,336,6560
19,"GIPR",0.218909406905024,22,12,2,16,336,6560
16,"PIGQ",0.219087607345027,16,11,5,13,1255,5641
8,"HNF4G",0.219588081356972,6,4,5,13,1256,5640
19,"ZNF222",0.219968733043667,12,6,3,15,624,6272
16,"CHD9",0.21997140791099,20,11,4,14,933,5963
11,"PIDD1",0.220044655380706,13,8,6,12,1592,5304
20,"CDH4",0.220498721048956,24,14,6,12,1593,5303
17,"RAI1",0.220669379394864,26,14,3,15,625,6271
17,"CACNG1",0.220691243683094,10,7,1,17,94,6802
17,"TNFRSF13B",0.220691243683094,19,12,1,17,94,6802
17,"CISD3",0.220853289529629,2,2,2,16,338,6558
18,"MBD1",0.220853289529629,9,7,2,16,338,6558
6,"HLA-DPB1",0.221370586970228,13,13,3,15,626,6270
17,"POLG2",0.22274837194438,14,7,1,17,95,6801
4,"NFXL1",0.222774672267838,16,11,3,15,628,6268
12,"TAOK3",0.222774672267838,9,3,3,15,628,6268
3,"CPB1",0.222799150964145,22,16,2,16,340,6556
21,"HUNK",0.222799150964145,14,8,2,16,340,6556
16,"CENPBD1",0.224180961910178,3,3,3,15,630,6266
12,"PKP2",0.224746923128778,21,12,2,16,342,6554
1,"CREB3L4",0.224884924925951,20,10,3,15,631,6265
15,"MEGF11",0.225589428911449,29,17,3,15,632,6264
15,"C15orf41",0.225978177193632,5,2,6,12,1605,5291
4,"SCFD2",0.226316835498345,24,12,4,14,944,5952
13,"RNF17",0.226316835498345,32,15,4,14,944,5952
5,"PROB1",0.226847252775927,6,4,1,17,97,6799
7,"ADCK2",0.226847252775927,18,11,1,17,97,6799
10,"CEP55",0.227000046327308,21,16,3,15,634,6262
16,"TXNDC11",0.228162265346292,19,13,5,13,1273,5623
1,"GJA9",0.228670456301413,13,10,5,13,1274,5622
9,"TRPM6",0.228738880495459,41,22,6,12,1611,5285
11,"PRKCDBP",0.229179065501483,5,3,5,13,1275,5621
17,"TEKT1",0.229624271408563,19,11,2,16,347,6549
19,"HSD17B14",0.229624271408563,12,9,2,16,347,6549
4,"NAAA",0.229802369138747,17,10,4,14,950,5946
10,"CCDC186",0.23060103184021,16,10,2,16,348,6548
9,"C9orf43",0.230925712811769,22,9,1,17,99,6797
11,"OR6A2",0.231244532260366,20,12,3,15,640,6256
15,"SLC28A2",0.231551432271567,25,14,4,14,953,5943
1,"PANK4",0.231578203299559,11,6,2,16,349,6547
15,"GLCE",0.231578203299559,11,6,2,16,349,6547
17,"ODF4",0.233370559182184,10,6,6,12,1621,5275
11,"CYB5R2",0.233533746651358,13,7,2,16,351,6545
6,"UBE2J1",0.234475698670256,8,3,4,14,958,5938
11,"KCNJ11",0.234475698670256,9,7,4,14,958,5938
10,"PKD2L1",0.234983847832699,36,27,1,17,101,6795
4,"DOK7",0.235490836513961,15,10,2,16,353,6543
14,"ALKBH1",0.235490836513961,12,7,2,16,353,6543
4,"EGF",0.235828537373966,50,22,5,13,1288,5608
5,"LECT2",0.236235676473419,7,5,4,14,961,5935
1,"PIFO",0.237005323278825,6,2,1,17,102,6794
16,"NOXO1",0.237005323278825,12,8,1,17,102,6794
11,"ZNF215",0.237372782087667,28,20,5,13,1291,5605
15,"BAHD1",0.238508644699661,15,8,6,12,1632,5264
5,"SLC12A7",0.238977955076369,21,13,6,12,1633,5263
10,"IL15RA",0.238977955076369,10,8,6,12,1633,5263
17,"AKAP1",0.239021753198217,18,14,1,17,103,6793
22,"POLDIP3",0.239021753198217,11,5,1,17,103,6793
19,"RINL",0.239177847383221,8,3,4,14,966,5930
16,"ABCC6",0.239474963196161,40,26,8,10,2337,4559
12,"PLBD1",0.239603665779042,13,9,7,11,1982,4914
9,"CA9",0.241033149445271,8,5,1,17,104,6792
14,"RNASE7",0.241033149445271,11,4,1,17,104,6792
2,"ABCG8",0.243065513315467,31,20,5,13,1302,5594
9,"PSMB7",0.243065513315467,5,2,5,13,1302,5594
1,"PLXNA2",0.243585376776748,37,23,5,13,1303,5593
1,"CPT2",0.243691012288309,26,14,6,12,1643,5253
19,"ZNF404",0.244637935496379,12,9,6,12,1645,5251
22,"CLTCL1",0.245111930828057,55,35,6,12,1646,5250
2,"GRHL1",0.245297249073262,9,7,2,16,363,6533
8,"SLC7A2",0.245297249073262,23,12,2,16,363,6533
16,"SLC5A11",0.245586280896797,18,7,6,12,1647,5249
7,"STEAP2",0.245668673524194,9,6,5,13,1307,5589
19,"ECH1",0.245668673524194,6,4,5,13,1307,5589
19,"ZNF45",0.247011451393448,19,12,6,12,1650,5246
1,"NDUFS2",0.247037254304941,11,7,1,17,107,6789
11,"PDE2A",0.247037254304941,7,7,1,17,107,6789
22,"BCL2L13",0.247037254304941,13,10,1,17,107,6789
5,"PCDHGB6",0.247262285030719,12,10,2,16,365,6531
22,"RNF215",0.247262285030719,10,7,2,16,365,6531
17,"MAPT",0.247679119558227,22,17,3,15,663,6233
6,"RPS6KA2",0.248245222037907,8,6,2,16,366,6530
22,"GCAT",0.248399172526637,22,10,3,15,664,6232
20,"CTCFL",0.248664924655823,20,12,4,14,982,5914
1,"CAMTA1",0.249028633885093,33,21,1,17,108,6788
19,"PEX11G",0.249840569446213,10,6,3,15,666,6230
2,"TPO",0.24984216714701,35,22,9,9,2725,4171
17,"SPPL2C",0.249853472928118,44,28,5,13,1315,5581
17,"GSDMB",0.249871260202312,18,11,6,12,1656,5240
17,"HSPB9",0.25021189615973,8,5,2,16,368,6528
7,"ZC3HC1",0.250388209534988,16,8,8,10,2363,4533
10,"RTKN2",0.250455577284862,18,8,4,14,985,5911
19,"ZNF180",0.250903411626065,25,16,5,13,1317,5579
19,"RASIP1",0.251305854206624,11,8,6,12,1659,5237
1,"LAD1",0.251784741467476,21,13,6,12,1660,5236
15,"FAM154B",0.251784741467476,13,11,6,12,1660,5236
17,"TEKT3",0.251996630846845,23,11,7,11,2010,4886
1,"C1orf94",0.252179586879483,14,11,2,16,370,6526
2,"ZNF638",0.252179586879483,45,27,2,16,370,6526
14,"CCDC176",0.252743544910449,23,17,6,12,1662,5234
17,"INCA1",0.252996480370857,9,5,1,17,110,6786
2,"COL6A3",0.253339878408984,109,71,7,11,2013,4883
6,"T",0.253703714712975,8,6,6,12,1664,5232
4,"SHROOM3",0.253788277966974,51,34,7,11,2014,4882
10,"FAM24B",0.254589766657648,4,1,5,13,1324,5572
8,"GPT",0.254665244216216,13,11,6,12,1666,5230
2,"PPIL3",0.254972970647695,6,3,1,17,111,6785
17,"GEMIN4",0.255628126742873,39,26,6,12,1668,5228
10,"SEC31B",0.25611777946876,49,30,2,16,374,6522
6,"ENPP4",0.256592355597348,11,6,6,12,1670,5226
11,"OR52J3",0.256592355597348,21,11,6,12,1670,5226
19,"ZNF497",0.256704224091861,4,4,5,13,1328,5568
11,"DAK",0.256944521151715,14,9,1,17,112,6784
12,"GALNT9",0.256944521151715,3,3,1,17,112,6784
4,"MAN2B2",0.257074972800176,53,44,6,12,1671,5225
16,"C16orf46",0.257102870199418,20,13,2,16,375,6521
2,"SFTPB",0.257641011657076,10,8,8,10,2380,4516
1,"USP24",0.258088163325775,26,18,2,16,376,6520
1,"GBP2",0.258523732006484,17,6,3,15,678,6218
15,"NDUFAF1",0.258523732006484,14,11,3,15,678,6218
9,"UAP1L1",0.258858969466059,10,6,4,14,999,5897
2,"MORN2",0.258911143504203,1,1,1,17,113,6783
18,"ADCYAP1",0.259073651585653,5,2,2,16,377,6519
10,"CHUK",0.259493052900444,8,5,6,12,1676,5220
8,"SLC7A13",0.260059327749075,26,12,2,16,378,6518
3,"XIRP1",0.260703426257657,74,57,3,15,681,6215
